2,2,36,2,1,2,3,2,1,1,1,1,1,2,2,1,1,2,2,1,2,2,1
2,2,0,1,3,1,1,4,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2
2,2,22,2,1,3,1,4,1,2,2,2,1,2,1,1,1,2,1,1,2,2,1
2,2,24,2,1,3,1,4,1,2,2,1,1,2,1,1,1,2,1,1,2,1,1
2,2,27,3,3,3,2,4,1,2,2,1,2,2,1,1,1,2,1,1,2,1,1
2,2,28,3,3,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2
2,2,30,1,1,3,1,4,1,2,2,1,1,1,2,1,1,3,1,1,2,1,1
2,2,21,1,1,3,1,4,1,3,2,1,1,2,1,1,1,3,1,1,2,1,1
2,1,35,1,3,5,5,1,1,2,2,2,1,2,2,1,1,3,2,1,2,1,1
2,1,26,2,1,3,2,3,1,2,1,1,2,1,2,1,3,1,1,2,1,3,1
2,2,35,2,2,3,2,4,2,2,2,2,1,1,2,1,2,3,2,1,2,3,1
2,1,32,2,1,3,1,3,1,2,2,1,1,2,2,1,2,1,2,1,2,1,2
2,1,37,2,1,3,1,3,1,2,2,1,1,2,2,1,2,1,2,1,2,1,2
2,1,45,3,1,2,1,4,1,2,2,2,2,1,1,1,1,1,1,2,1,1,2
2,2,45,2,3,3,2,4,1,3,3,1,0,2,2,1,1,3,1,2,2,1,1
2,2,42,2,2,1,3,3,1,2,2,1,1,1,1,1,1,1,1,2,1,1,2
2,2,40,1,3,2,3,1,1,2,3,1,1,2,1,1,2,2,1,1,2,3,2
2,1,33,2,2,2,1,4,1,2,2,2,1,1,2,1,2,1,2,1,1,2,1
2,1,28,3,1,3,1,4,1,1,1,1,2,1,1,1,2,2,1,1,2,1,1
2,2,25,1,3,3,3,3,1,2,2,1,1,2,1,1,2,2,1,1,2,2,2
2,1,27,3,1,3,2,4,1,1,1,1,2,1,1,1,2,2,1,1,2,2,1
2,2,24,1,1,3,3,1,1,3,3,2,1,2,1,1,2,1,1,2,1,1,2
2,2,41,1,1,3,1,4,1,1,1,2,2,1,2,1,1,1,2,2,1,2,1
2,2,29,3,3,3,3,3,1,1,1,2,1,1,2,1,3,3,1,1,2,2,1
2,2,32,1,1,3,3,2,1,2,2,1,1,1,2,2,3,3,2,1,1,1,1
2,1,34,2,1,2,3,1,1,1,1,1,2,1,1,1,3,2,1,2,1,3,1
2,2,35,2,1,3,3,1,1,2,2,2,1,1,1,1,1,3,2,1,2,2,1
2,2,38,1,1,3,3,1,1,2,2,2,1,2,2,1,2,2,2,1,2,1,2
2,2,29,1,3,3,1,2,1,3,1,2,2,2,2,1,1,1,1,2,2,2,2
2,1,38,1,1,3,1,4,1,1,1,1,2,1,1,1,2,2,1,1,2,1,1
1,2,20,3,3,3,2,1,2,3,3,1,1,2,1,2,1,3,1,1,2,2,1
2,2,26,1,2,3,2,1,2,3,2,1,1,2,2,2,1,3,1,1,2,2,1
3,2,22,1,1,3,2,1,2,3,1,2,1,2,2,2,1,3,1,1,2,2,1
2,2,38,3,3,2,2,1,2,3,3,1,1,2,1,2,2,3,2,1,2,2,2
3,2,33,1,1,3,2,3,2,3,1,2,1,1,2,2,1,3,1,1,2,2,1
2,2,25,3,0,3,2,1,2,2,2,1,1,2,1,2,1,3,1,1,2,2,1
3,2,29,1,1,3,2,3,2,1,1,2,1,1,2,2,2,3,1,1,2,2,1
3,2,35,1,1,3,2,3,2,2,2,2,1,2,2,2,1,3,1,1,2,2,1
3,2,36,1,1,3,2,3,2,3,2,2,1,2,2,2,1,3,1,1,2,2,1
2,2,28,3,3,3,2,1,2,3,1,1,1,2,1,0,2,3,1,2,2,3,2
3,2,37,1,1,3,2,1,2,3,1,2,1,1,2,2,1,3,1,1,2,1,1
2,2,31,3,3,3,2,1,2,3,2,2,1,2,2,2,1,3,1,1,2,1,2
1,2,20,4,1,3,2,1,2,3,1,1,1,2,1,2,1,3,1,1,2,2,1
1,2,26,4,1,3,2,2,2,3,2,1,1,2,1,2,1,3,1,1,2,2,1
2,2,22,4,3,2,2,2,2,2,1,1,1,2,1,2,1,3,1,1,2,2,1
1,2,38,4,3,3,2,1,2,3,1,1,1,2,1,2,1,3,1,1,2,2,1
2,2,33,3,1,3,2,1,2,2,2,1,1,2,1,2,1,3,1,1,2,2,1
2,2,25,3,3,3,2,1,2,2,1,1,1,2,1,2,2,1,1,1,2,2,1
2,2,31,3,3,3,2,1,2,3,2,1,1,2,1,2,1,3,1,1,2,2,1
1,2,27,4,1,1,2,1,2,3,3,1,1,2,1,2,1,2,1,1,2,2,2
2,2,27,3,1,3,2,1,2,3,3,1,1,2,1,2,1,3,1,1,2,2,2
1,1,20,3,3,3,2,1,2,3,3,1,1,2,1,2,1,3,1,1,2,2,1
2,1,21,1,2,3,2,1,2,3,2,1,1,2,2,2,1,3,1,1,2,2,1
3,1,22,1,1,3,2,1,2,3,1,2,1,2,2,2,1,3,1,1,2,2,1
2,1,23,3,3,2,2,1,2,3,3,1,1,2,1,2,2,3,2,1,2,2,2
3,1,24,1,1,3,2,3,2,3,1,2,1,1,2,2,1,3,1,1,2,2,1
2,1,25,3,0,3,2,1,2,2,2,1,1,2,1,2,1,3,1,1,2,2,1
3,1,30,1,1,3,2,3,2,1,1,2,1,1,2,2,2,3,1,1,2,2,1
3,1,35,1,1,3,2,3,2,2,2,2,1,2,2,2,1,3,1,1,2,2,1
3,1,36,1,1,3,2,3,2,3,2,2,1,2,2,2,1,3,1,1,2,2,1
2,1,28,3,3,3,2,1,2,3,1,1,1,2,1,0,2,3,1,2,2,3,2
3,1,37,1,1,3,2,1,2,3,1,2,1,1,2,2,1,3,1,1,2,1,1
2,1,26,3,3,3,2,1,2,3,2,2,1,2,2,2,1,3,1,1,2,1,2
